Sentence,Class
"  If the director hasn’t been able to make a decision with the report; my sister will organize another meeting with the 3 best candidates and her manager.,Relevant"
"  2 days after the meeting; the candidates will receive a positive or negative answer for the job. ,Relevant"
"  Once one candidate has been selected; the process is over.,Relevant"
 A client makes an order to market buy a stock to his stock broker,Relevant
 The stock broker checks the price and the liquidity for the stock,Relevant
 The liquidity can show how many stocks the client can buy without having an increased slippage,Irrelevant
 The stock broker notifies the client about the price and the liquidity for the desired stock 5,Relevant
 The client either accepts or refuses the conditions for the trade,Relevant
" If the client refuses the trade; the process is finished,Relevant"
" If the client accepts the trade; the stock broker debits the client’s account from the sum dedicated to the buying of the stock,Relevant"
 The stock broker places the order on the stock exchange,Relevant
" At the execution; the stock broker pays the stock to the seller and receives the stock bought,Relevant"
 The stock broker notifies his clients of the good execution of the trade,Relevant
 The process is finished,Relevant
 The process starts when someone wants to buy a stock on a stock broker website,Relevant
 The interface of the broker website is ergonomic and gives a pleasant user experience,Irrelevant
 The customer places its order in the form dedicated to new orders and press “Enter”,Relevant
 The system receives the customer’s order,Relevant
 The system places the allocated funds of the client on hold,Relevant
 The system detects which class of asset is in the order,Relevant
 The system performs a research to sort only the assets in the category chosen by the customer,Relevant
 The system selects the relevant asset chosen by the customer,Relevant
" The system can receive two type of orders; market orders or limit orders,Irrelevant"
 The system recognizes if it is a market order or a limit order,Relevant
" If it is a market order; the system executes the order at the market price,Relevant"
" If it is a limit order; the system places the order in the order book,Relevant"
 When the order is executed the system takes the on-hold funds to pay the seller,Relevant
 The system credits the asset on the customer’s account,Relevant
 The system sends a notification of the execution of the customer’s order,Relevant
 The process is finished,Relevant
It is the Vice-President (VP) of the CIO that organizes the recruitment in the CIO Essentia.,Irrelevant
"At the beginning of the Easter Holiday; the VP informs the team that the recruitment will take place and organize a poll in order to set a date for the recruitment.,Relevant"
"3 days later; the VP selects the most popular date; this will be the date of the recruitment.,Relevant"
"Then; the VP informs the team and; especially; the communication team of the date.,Relevant"
"After that; the communication team posts a Facebook and an Instagram status saying that Essentia is recruiting.,Relevant"
"In the status; it is stated that the applicant should apply by sending their CV and a Cover letter.,Relevant"
"Moreover; there is a deadline in the status which is 5 days before the day of recruitment.,Irrelevant"
"Five days before the recruitment; all the members screen the CV and the cover letters and make a first selection between the applicants.,Relevant"
It is rare that we refuse someone at this stage but it happens from time to time.,Irrelevant
"if 2/3 or more of the members have accepted the applicant : in that case; the applicant is hired.,Relevant"
"If less than half of the members have accepted the applicant :in that case; the applicant is not hired.,Relevant"
"If less than 2/3 and more than half of the members have accepted the applicant; there is a discussion between the members and after the discussion; they have to vote again. ,Relevant"
Only the members of the CIO Essentia and participants on the humanitarian trip are going to sell croquettes.,Irrelevant
The process starts when the Event Manager sends to them the excel file in which they can register their sales.,Relevant
"At the same time; the Event Manager informs every one of the deadline to send back their excel file.,Relevant"
Essentia sells 7 different types of croquette’s boxes.,Irrelevant
"Then; the sellers register their sales in their excel files and collect payment from their clients.,Relevant"
"When the deadline comes; the sellers send back their excel files to the Event Manager.,Relevant"
"After that; the Event Manager has 24 hours to aggregate all the sales in all the excel files and write it down in a summary table.,Relevant"
"The summary table is also an excel file that computes the total number of boxes sold by everyone; the total number of boxes for each type of croquettes and the amount that Essentia is going to pay to the supplier.,Relevant"
"After the 24 hours; the Event Manager gives a call to the supplier to order the croquettes.,Relevant"
The delay for being delivered is 1 week.,Relevant
The Event Manager usually orders a Friday in order to be delivered the Friday after.,Irrelevant
"Two day before the delivery; the supplier sends an approximate hour of delivery by mail to the Event Manager.,Relevant"
The Event Manager informs the croquettes sellers of the hour of delivery.,Relevant
"2 days later; we are delivered at the approximate hour given by the supplier.,Relevant"
The Event manager counts the boxes to see if all the croquettes are there.,Relevant
"If some boxes are missing; the Event manager calls back the supplier and the supplier comes back to deliver the missing boxes.,Relevant"
"If all the boxes are there; the Event Manager distributes the boxes to the sellers.,Relevant"
The sellers will then deliver their boxes to their clients.,Relevant
"The day of the delivery; the Event Manager receives the invoice; by email.,Relevant"
The invoice is 30 days to be paid.,Irrelevant
"Then; on the day of the delivery; the Event Manager informs the sellers that they have 1 week to pay the proceeds of their sales to the Essentia bank account.,Relevant"
"1 week late; when all the payments are received; the Events Manager pays the supplier and the process is finished.,Relevant"
Delhaize is a retail supermarket,Irrelevant
 The process stats when the truck unload the goods,Relevant
 A chief brings a roll to the shelf,Relevant
" For example; the roll of chips is brought in front of the shelf where the chips are,Irrelevant"
 The chief prepares the shelving tool by putting the goods on it,Relevant
 The employees and students take the shelving toll to fill the shelves,Relevant
" If you cannot put all the goods in the shelves; you put the surplus in a bin that will be stored in the reserve,Relevant"
" But before putting the surplus in the reserve; the bin will be controlled by an expert,Relevant"
" Sometimes it can happen there is new product; so an expert has also to control,Relevant"
 You repeat the operation until all the goods received are in the supermarket or in the reserve,Relevant
BNP Paribas Securities Services is a bank providing services to fund,Irrelevant
 The Fund Accounting department provides the Net Asset Value (NAV) of the fund to the Management Company,Relevant
 The process of the NAV calculation starts when the accountant receives the signoff of the pricing team which is in charge of pricing the assets in the fund,Relevant
" Once we receive that signoff; we have to check if all the assets are correctly priced,Relevant"
" If the assets are not correctly priced; we have to contact the pricing team to redo their job,Relevant"
" Then; we can launch the calculation of the NAV,Relevant"
" When the calculation is done; we print the 3 different reports and we check if the variations in the fund are not too big; it is a step of control,Relevant"
" For example; if the variation is superior to 10%; we have to investigate what could happen,Irrelevant"
" When we complete that task; we give all the documents to our supervisor who control the NAV to see if the accountant doesn’t make a mistake,Relevant"
 The last step is to send the NAV to the client who will accept it or not,Relevant
" If he doesn’t accept the NAV; we have to recalculate it,Relevant"
 We also have to respect the cutoff which is the deadline to send the NAV to the customer,Irrelevant
" From DR.Congo; Grace McKenzi is a Montreal artist; a fan of Rap and French melody,Irrelevant"
 The process starts when he chooses the main theme of the album mostly in relation to the experiences he is going through or has gone through in order to find the title of the album,Relevant
 He tries different instrumentals with different songs to see what fits with his lyrics,Relevant
" With his writing in draft format; he has to execute it in the studio with the engineer,Relevant"
" This step is very important; if it is missed; the project is failed,Irrelevant"
" This is the step of the repetition; here the engineer tries to put the lyrics on his different ""yogurts"" that the artist made during his preparation,Relevant"
 This will allow him to be more comfortable during the studio recording,Irrelevant
" For example; when creating the album Melomaniac; Grace Mckenzi's first studio project; is an album in which he mixes different styles of music that have rocked him since he was young,Irrelevant"
" Then; the sound engineer cleans up the recorded tracks of all the songs on the album,Relevant"
" This step allows them to have clear; noise-free tracks for the next step,Irrelevant"
 The engineer puts all the tracks of a song together to get a raw finished product,Relevant
" This is the adjustment stage; this is when the engineer adds effects and boosts the volume of the songs on the album to get commercial quality sounds,Relevant"
 It can be done by someone who knows how to do it or he can use paid sites like LANDR to handle the songs,Irrelevant
" Once the songs are finished; the artist decides to distribute the album on different download or streaming sites through distributors that you pay per month like Distrokid; Amuse,Relevant"
 EVRARD DPE - PHARMALPA is one of the oldest French pharmaceutical depositories,Irrelevant
" The exercise starts with the control of the product; the labeling; and the stocking of the goods,Relevant"
 The forklift operator picks up the goods to start the preparation,Relevant
 He uses the Flash at the beginning of the tour to transmit the voice order information,Relevant
 The operator collects the orders in a box and then scans them,Relevant
" Once the order is completed; it is checked by weighing to see if the prepared weight of the package matches the theoretical weight,Relevant"
" If the weighing is not in conformity; a red sticker is put on the parcel,Relevant"
 It will be checked manually by another operator,Relevant
 The package with Caudalie products must be prepared for shipment to the pharmacy,Relevant
" The operator checks the parcel; closes it and chooses the shipping mode if the parcel is not in conformity; the quantity is checked; and then a red label is put on it,Relevant"
 The operator chooses a mode of shipment according to the size of the package or TNT package of 1 to 14 packages or delivery by pallets + 15 packages using software,Relevant
 The procedure ends when they deliver to the different pharmacies,Relevant
      Carrefour is a supermarket that offers a self-service payment method.,Irrelevant
      The process begins when a customer goes in the supermarket.,Relevant
      The customer takes a device capable of scanning its items.,Relevant
      The customer goes shopping in the store.,Relevant
      At each item he has to scan it.,Relevant
      The customer goes to the self-service checkout.,Relevant
      The customer put the device back.,Relevant
      Carrefour receive the list of its items and gives the price he has to pay.,Relevant
      The customer pays for the items.,Relevant
  The customer can leave the store with its items and saves time.,Relevant
      Cooper vision is a company that manufactures contact lenses.,Irrelevant
      The process begins when the customer goes on the website of the company.,Relevant
      The customer has to register on the website.,Relevant
      The customer has to make an order with the products that he wants.,Relevant
      The customer pays for the order.,Relevant
      Cooper Vision receives the order into its system.,Relevant
      The order is transferred to the order pickers.,Relevant
      Order pickers can browse the shelves to complete the order.,Relevant
      The order is then packed and sent to the customer.,Relevant
The customer receives the order with the right product and enjoys the product,Relevant
"The process starts by sending an email to the person in charge of external relations; ,Relevant"
he must confirm the reception of the request if not the student must send another request. ,Relevant
"After the confirmation; the student must wait until March 12; ,Relevant"
"the responsible will send an email to the student; either he will confirm his selection or not; ,Relevant"
"if the student is not selected it is the end of the process if not the student must reconfirm his interest to go on exchange to responsible ;,Relevant"
after the confirmation student must fill a form on my ulg .,Relevant
"the process starts with the customer's need ; ,Relevant"
"Once the request is entered by the customer; he sends it to the company SOFAZEN and specifically to the administration ,Relevant"
"which; in turn; sends him an quote after having ensured the availability of the goods requested by ""the storekeeper"". ,Relevant"
"If the furniture does not in stock; the storekeeper should send an apology message to the customer. ,Relevant"
"If the furniture is available ;the customer has the possibility to refuse the prices and therefore the end of the process or to accept  price set by the company ,Relevant"
therefore he should send a purchase order that will be received by the storekeeper . ,Relevant
"the storekeeper has to prepare the furniture supporting documents; ,Relevant"
he should send the invoice and delivery note to logistics department and a copy of the invoice to the accountant. ,Relevant
The accountant should record the sale and logistic department must deliver the order. ,Relevant
"After receiving the furniture; customer sign the delivery note and send it to administration. ,Relevant"
" Boulangerie Baijot is a family bakery in Gedinne; Wallonia,Irrelevant"
 The process starts when a customer comes into the bakery,Relevant
" As the bells rings when the doors are opened; the worker is aware that a customer is there,Relevant"
 The worker says “Hello” and asks for the order at the customer ,Relevant
 The customer gives the order,Relevant
" For example; a multigrain bread and four croissants,Irrelevant"
 The employee takes bags and put the bread and the croissants into these bags,Relevant
" Then; the employee calculates what the customer should pay,Relevant"
 The calculating machine is integrated into the cash register,Irrelevant
 The customer pays by card or cash ,Relevant
 The baker is in the room at the back of the store ,Irrelevant
 The vendor gives the order to the customer ,Relevant
" The customer takes his order and leave; the process is then finished,Relevant"
 The process starts when friends meet at the appointment place,Relevant
" The appointment place is Kayaks La Vanne; Alle-sur-Semois; Belgium,Irrelevant"
 The friends go to the reception where the employees are,Relevant
" The employee asks which length they want to do; what type of kayak and what material they need,Relevant"
 The friends answer and say how many kilometers they will do and what they need,Relevant
" For example; they will do 17 kilometers in two-places kayaks and they need 1 bucket per person,Irrelevant"
 The employee explains the route and the instructions,Relevant
 They cannot stop between two official stops and must arrive before 7pm,Irrelevant
 The boss is sitting to answer mails in the same room,Relevant
" Then; the employee calculates the price for the group,Relevant"
 The friends pay by card or cash,Relevant
 The employees prepare the kayaks,Relevant
 The friends get into the kayaks and start their trip,Relevant
 They can stop on the way if they want to eat or drink something,Irrelevant
" For example; they can go to the pizzeria “La Riviera” in Vresse-sur-Semois,Irrelevant"
" When they are arrived at the end of the trip; they have to call the employees to mention it,Relevant"
 The employee takes the minibus and goes to get the friends and the kayaks,Relevant
" The employee and the friends come back in Alle-sur-Semois; the process is finished,Relevant"
The process starts when a client makes an online booking,Relevant
" While doing it; he has to provide us several personal information: First name; last name; mail address; phone number,Relevant"
" But also; information concerning their demand: date; hour; number of participants (minimum two players required); and the platform on which they desire to play,Irrelevant"
" Concerning the date and the hour; an interactive calendrer is available; and they can only choose if it's available,Irrelevant"
" Furthermore; the booking has to be made at least 3 days before the session day,Relevant"
" Then; the client has to pay online; and only once it's done; the booking is completed,Relevant"
" One Reality has three types of platform: ""Vex""; ""Arena"" and ""Anvio"",Irrelevant"
 The three platforms can be used by different clients at the same time slot,Irrelevant
" Two days before the session; the HR will adjust the students' schedules according to the booking,Relevant"
 One student per type of platform is necessary,Irrelevant
 An automatic reminder is sent by mail to the client the day prior to the session,Relevant
" On the day of the session; the students welcome the clients,Relevant"
" After making them sign an agreement stating that they will take care of the material; the student brings the clients to their platform,Relevant"
 He then gives a safety briefing and helps them set up all the equipment,Relevant
" Once the customers are ready; he gives a short briefing on the game; before launching them,Relevant"
" While the clients are playing; the student stays close to the platform to be able to react in case of software or hardware bugs,Relevant"
" Once the game is over; he helps the customers to remove the equipment,Relevant"
" Then; once the customers have left; he cleans up all the equipment,Relevant"
"There are two major diving leagues: Lifras and PADI; we will talk about the former,Irrelevant"
" There are 6 diving certificates in the Lifras: 1 to 3 stars; club; federal and national instructor,Irrelevant"
" We will concentrate on the star certificates; the instructor certificates being a very special process,Irrelevant"
" Before a diver can obtain a certificate; he or she must register with a club,Relevant"
" Once this is done; the diver will then be registered with Lifras and will receive a membership card after paying the registration fee,Relevant"
 A fee will then have to be paid each year to keep the membership card up to date,Relevant
" Once this membership card is received; the diver can register for a certificate,Relevant"
 Please note that it is mandatory to have the certificate of the previous level,Irrelevant
 The diver will start two types of courses at the same time: theoretical courses and training courses in the pool,Relevant
 These two courses will last a little less than a year,Relevant
" After this period; the club will contact Lifras to organize an examination session,Relevant"
 External instructors will be contacted to supervise the exam,Relevant
" When enough external instructors are present for the date desired by the club; the date is communicated to all participants,Relevant"
 Participants must also pay the examination fee,Relevant
" On the day of the exam; the participant will have 2 parts: a theoretical exam (written and oral) and a practical one in the pool,Relevant"
 They must pass both,Irrelevant
" If one part is failed; a second session can be organized within one month,Relevant"
" If they fail both at the first session or if they fail again at the second session; they will have to start again from the beginning and take the whole test the next time,Relevant"
" If both parts are passed; participants receive proof of their success,Relevant"
" Once this proof is sent to Lifras; the process ends for the brevet 1* with the receipt of the participant's updated membership card,Relevant"
" For certificates over that level; phase 2 begins,Relevant"
" Participants must complete a set of outdoor exercises in a real situation; as well as a minimum of diving,Relevant"
" For those exercises to be legal; the club must be notified 24 hours in advance and an instructor must be present during the dive,Relevant"
" A briefing will be held after the dive between the instructor and the participant; whether the exercise is successful or not,Relevant"
" If the exercise is unsuccessful; participants may retry the exercise as many times as necessary as long as the previous steps are respected,Relevant"
" Once all the exercises have been completed; participants send proof of successful completion of the exam and the exercises to Lifras; who will then send them their updated membership cards,Relevant"
"Pour débuter votre inscription; rendez-vous sur Facebook.com,Relevant"
 Ce réseau social est une société américaine créée en 2004 par Mark Zuckerberg,Irrelevant
 Cliquez sur le bouton « Créer un compte »,Relevant
" Ensuite; dans la fenêtre « S'inscrire »; complétez les données obligatoires en indiquant vos informations personnelles,Relevant"
" Définissez un mot de passe d'au moins six caractères contenant des lettres; des chiffres et des caractères spéciaux,Relevant"
" Plus il sera long; plus il sera difficile à deviner,Irrelevant"
 Indiquez ensuite votre date de naissance et cochez la case correspondant à votre genre,Relevant
" Après; cliquez sur le bouton vert « S'inscrire »,Relevant"
" Pour valider votre inscription; copiez le code reçu dans votre boîte mail et collez-le dans le champ prévu à cet effet avant de cliquer sur « Continuer »,Relevant"
" Un message s'affiche annonçant que votre compte est confirmé; cliquez sur « OK »,Relevant"
" Afin d’ajouter une photo de profil; cliquez sur le bouton « Ajouter une photo »; puis suivez les instructions,Relevant"
 Votre photo de profil permettra à vos amis de vous reconnaitre,Irrelevant
" Cliquez enfin sur « Enregistrer » pour finaliser votre inscription; Bravo !,Relevant"
"Le cheese cake; ou gâteau au fromage blanc; est LA nouvelle pâtisserie à la mode,Irrelevant"
" Pour commencer; préchauffez votre four à 180°C,Relevant"
" Ensuite; graissez le fond du plat que vous utiliserez pour faire cuire votre cheesecake,Relevant"
" Une fois que cela est fait; émiettez les biscuits dans un bol et mélangez-les avec le beurre fondu,Relevant"
 Répartissez la pâte obtenue au fond de votre plat,Relevant
 Réservez ensuite le tout au frigo,Relevant
" Pendant ce temps; battez le fromage blanc avec un fouet et ajoutez la farine; les œufs et le sucre,Relevant"
 Vous pouvez ensuite rajouter des zestes de citron ou de la vanille si l’envie vous chante,Relevant
 Ces derniers permettent de donner plus de goût à votre cheese cake,Irrelevant
 Déposez délicatement votre préparation sur les biscuits préalablement émiettés,Relevant
 Faites cuire le tout pendant une heure,Relevant
" Pour finir; laissez refroidir avant de démouler,Relevant"
 Merci d’avoir suivi ma recette,Irrelevant
"     The process starts when a customer asks for a car reparation by phone; mail or in place,Relevant"
     The car employees are notified,Relevant
     An employee processes the request,Relevant
     The employee creates a repair file,Relevant
     The employee creates a customer file if it is a new customer or update the customer file if the customer is already in the database,Relevant
     The employee makes an appointment for the reparation,Relevant
"     Day minus 1; an email and sms is sent to the customer to recap the appointment that will happened tomorrow,Relevant"
"     D-Day; the car is repaired,Relevant"
     An employee completes the repair file,Relevant
  The employee creates the invoice,Relevant
  The employee sends the invoice to the customer by mail,Relevant
  The customer pays the invoice within 7 days,Relevant
"  7 days after the reparation; an satisfaction survey is sent by mail to the customer,Relevant"
  The process ends,Relevant
     The process starts when the legal guardian of the customer sends a mail or calls the travel agency for a reservation,Relevant
"     If the stay is already complete; an employee contacts the legal guardian that the stay is not available anymore and the process ends,Relevant"
" If the stay is not complete; an estimate is created and is sent to the legal guardian,Relevant"
     The legal guardian has 7 days to accept the estimate,Relevant
"     Once the estimate is accepted; an information document about the customer is sent to the legal guardian by mail or by post,Relevant"
" If the estimate is not accepted; the process ends,Relevant"
     An employee creates an invoice,Relevant
     The legal guardian sends an deposit of the half of the stay price within 7 days,Relevant
     The legal guardian sends the completed information document within 7 days,Relevant
"     When the deposit and the completed information document are received; the travel agency prepares the required medical material in the vacation spot,Relevant"
     The legal guardian needs to pay the total amount of the stay price 7 days before the beginning of the stay,Relevant
"  When the legal guardian pays the total amount of the stay; the invoice is completed and is sent to the legal guardian,Relevant"
"  D-Day; the stay begins;  the employees of the travel agency come and get the customer in the institution and go to the vacation spot,Relevant"
  The stay ends on the 8th day,Relevant
 The employees bring back the customer to the institution where he lives,Relevant
"  15 days after the end of the stay;  the travel agency contacts the institution; the legal guardian and the customer to have a satisfaction survey,Relevant"
  The process ends,Relevant
 The process starts when a customer makes an order on the app and pays,Relevant
 TakeAway employees are notified that an order was made,Relevant
 The restaurant receives the order,Relevant
 The restaurant cooks the order,Relevant
" Meanwhile; the employee of TakeAway is going to the restaurant,Relevant"
 The restaurant finishes the order,Relevant
 The delivery person takes the order and begins the journey to the customer,Relevant
" At the same time; the customer receives a notification of the progress of his order,Relevant"
" The delivery person is arrived; he sends a message to the customer to notify his presence,Relevant"
" The customer receives the order; the process is finished,Relevant"
ING is a multinational Bank well-known for his online services. ,Irrelevant
The process starts when a client/prospect request an appointment via a Web form. ,Relevant
ING agents received and check the request elements of the client/prospect. ,Relevant
ING agents approve or reject the request. ,Relevant
If the Web form was not well fulfilled the agents reject the request and notified the reasons to the client with an email: the appointment request process stops. ,Relevant
"If the Web form is approved; the appointment request process continue and the client receive a confirmation email with some specifications and code number for the appointment date. ,Relevant"
The client waits from 1 to 30 days depending on the appointment date delivered. ,Relevant
An appointment reminder is sent to the client/prospect by the Bank a day ago the appointment day. ,Relevant
For example “Good morning Jonas This is Jake Hall from ING Bank This is just a reminder for our appointment at 1 p.m. tomorrow”. ,Irrelevant
 The client/prospect arrives to the ING bank at the agreed time and waits from 1 to 15 minutes for being called by the agent. ,Relevant
The ING bank has a large room with sofas where the clients can wait. ,Irrelevant
 The client/prospect meets the agent and gives the appointment code number received in the confirmation email: the process is ended.,Relevant
The French Institute of Madrid is a prestigious language school with a wide library that has all kinds of books to learn to speak French.,Irrelevant
The process starts when the librarian receives a student book request via the online website.,Relevant
The librarian checks the “book status” on the data base. ,Relevant
The librarian extracts the book availability from the data base. ,Relevant
"If the book is already loan; the librarian notified the student with an email and the process stops. ,Relevant"
"If the book is available; the librarian notified the student with an email specifying the date to come to pick it up and the date to return it. ,Relevant"
The student come as agreed and shows his student card to pick up the book. ,Relevant
At the same time the librarian checks if the student is not in delay with other books on loan. ,Relevant
"If the student has pending books to deliver; the process stops until the student delivers the books. ,Relevant"
"If the student has not pending books to deliver; the process continues and the librarian scan and deliver the book to the student. ,Relevant"
"Before leaving; the student signs the loan concessions of the book and keeps it for the next six weeks at most. ,Relevant"
"A week before the books return date; the student receives an email return day reminder. ,Relevant"
The student comes on time as agreed to the library. ,Relevant
"While waiting for the librarian; the student can wait in the cafeteria. ,Relevant"
The librarian checkout the book and if the loan concessions were respected. ,Relevant
" For example; the librarian checks if the book was ripped or cut. ,Irrelevant"
 If everything is in order the student can leave and the process is ended. ,Relevant
"However; if the book is damaged or got lost the student will pay a fee before ending the process.,Relevant"
La Bodega is a restaurant that offers Spanish cuisine to its customers,Irrelevant
 The process begins when customers arrive at the restaurant,Relevant
" One of the waiters welcomes them; places them at a table and gives them a menu,Relevant"
 The waiter waits until the customers are ready to order and then he takes the order of drinks and food,Relevant
" For example; 3 Coke; 2 paella and 1 tortilla,Irrelevant"
" Afterwards; he will say the order of the dishes to the cook,Relevant"
 The waiter prepares the drinks and brings them to the table (the waiter is considered to be a barman and waiter at the same time),Relevant
 Meanwhile the cook starts to make the dishes,Relevant
" Once the dishes are finished; the cook tells the waiter,Relevant"
 The waiter picks up the dishes in the kitchen and brings them to the table,Relevant
 The customers eat,Relevant
" Once they are finished; the waiter takes them away,Relevant"
 The customers ask for the bill,Relevant
" The waiter brings the bill to the customers; they pay and leave; the process is over,Relevant"
Basic Fit is a low-cost gym,Irrelevant
 The process starts when the customer arrives at the gym and goes to the reception desk,Relevant
" An employee welcomes him; shows him the prices and tells him that he has the right to have a free session to see if he likes the gym or not,Relevant"
 The employee will show him where the changing rooms are and explain how the machines work,Relevant
 The client then begins his free session,Relevant
" After that; he has 2 choices; either he doesn't like it and so he says so and leaves,Relevant"
" In this case; the process stops there,Relevant"
 Either he likes it and so he goes back to the reception desk to choose the subscription he is going to take,Relevant
" The customer makes his choice between 3 types of subscriptions: Either he chooses the one-month subscription; the 6-month subscription or the one-year subscription,Relevant"
 The employee is going to ask him for some personal information in order to encode it in the computer,Relevant
" Then; the customer pays his subscription (the customer can pay by card or cash) and leaves,Relevant"
" Afterwards; he comes back to the gym whenever he wants and since this is his real first session; a coach will discuss with him and observe him in order to create his personal programme,Relevant"
" (Note: The coach has a diploma; he has a bachelor's degree in sports coaching),Irrelevant"
" Once the client has his own programme; he can come back when he wants to train at the gym and can decide to either follow his programme or use all the machines as he wishes,Relevant"
" The process will end at the end of his subscription if the client decides not to renew it; but he can also decide to extend it as many times as he wants for the period he wants,Relevant"
The citizen receives a convocation to renew his ID card. ,Relevant
"Once he has been to the photographer to get a conformed picture; he goes to the municipal administration with the convocation and the picture. ,Relevant"
The administration agent takes the digital fingerprints of the citizen and scans his ID picture. ,Relevant
The citizen signs the document on the signpad. ,Relevant
The administration agent asks the ID card to the “SPF intérieur”. ,Relevant
The citizen pays by card or in cash. ,Relevant
The price varies according to the municipal tax applied to the basic price.,Irrelevant
"After about 15 days; the administration receives the ID card. ,Relevant"
"2 days after; the citizen receives a document with his pin and puk codes. ,Relevant"
"Once he has received it; he comes back to the administration to collect his ID card with the received document. ,Relevant"
"For that; the administration agent takes again the digital fingerprints of the citizen. ,Relevant"
"Finally; the citizen taps his pin and puk codes to activate the ID card. ,Relevant"
He gives back his previous card to receive the new one. ,Relevant
"For a middle-aged citizen; the ID card is valid for 10 years.,Irrelevant"
"In case that the citizen does not report to the municipal administration; the administration sends him a reminder.,Relevant"
New Quita is a chip shop located in Eynatten. ,Irrelevant
The process starts when a customer enters the chip shop. ,Relevant
An employee asks him for his order. ,Relevant
"Once the order has been taken; the customer pays by card or cash. ,Relevant"
"If the customer pays in cash; he has to place the money in the machine provided for this purpose. ,Relevant"
The machine is able to give change if necessary.,Irrelevant
"After that; the employee gives a box to the customer. ,Relevant"
The customer goes to sit at a table.,Relevant
"During this time; the employee prepares the customer's order.,Relevant"
"When the box rings; he goes to the counter to take the plate with his order.,Relevant"
He goes back to his table and eats.,Relevant
"When the customer has finished eating; he tidies up his plate and leaves.,Relevant"
The employee cleans the table where the customer was sitting and the process is completed.,Relevant
Otolift is a company that sells stairlifts,Irrelevant
 The process starts when a customer sees an advertisement of Otolift on the Internet or on a magazine,Relevant
 The customer is attracted by the advertisement,Relevant
 The advertisement are seen on magazines or heard on the radio,Irrelevant
" If he is in need of a stairlift; he calls the call-center in order to get an appointment with a seller for a quote,Relevant"
 The call is received by the call center,Relevant
 The call center answers the phone,Relevant
" Depending on where the call comes from; they will put the appointment in the agenda of one of the nine salesmen depending on where the salesman is on a certain day,Relevant"
" On the day of the appointment; the salesman goes to the customer; he makes his presentation in order to sell,Relevant"
" Here; there are 3 possibilities,Irrelevant"
"If no direct sale; the salesman fills in the customer's card on his Ipad with all the explanations on what happened (who was there; for whom; customer's budget; for when; ,Relevant"
 He puts a date in the software to call the person back to find out what's going on until people have made a decision,Relevant
 If they buy the process in point 3 is started,Relevant
" If they want to wait several months; in this case the salesman will call back later,Relevant"
" If they have chosen a competitor; the sale is closed,Relevant"
"If it is a file with a state subsidy (AVIQ); the seller then calls back every month to find out if the customer has any news from the AVIQ,Relevant"
 AVIQ means “Agence pour une vie de qualité”,Irrelevant
 If so and they buy the process in point 3 begins,Relevant
" For the payment of the stairlift; the customer receives a session of debt and this is given to the assembler when the work is completed,Relevant"
 Otolift will then send this claim session back to the AVIQ for payment,Relevant
" If yes and they do not buy from Otolift; the sale is closed,Relevant"
" If they did not hear from it yet; the seller will have to call back later,Relevant"
"If there is a sale; the salesperson is very happy,Irrelevant"
 The seller has the order form signed and sends it to the factory in Belgium,Relevant
 He makes the measurements that he will have to send on one hand to the factory in Holland and on the other hand to the factory in Belgium with additional explanations,Relevant
" A few days later; through a simulation thanks to the measurements; we can see if there is a problem with the knees rubbing against the wall,Relevant"
" If this problem occurs; the salesman will then call the customer to explain the situation,Relevant"
" If there is no problem for him; the sale is concluded; the factory is notified and a person in charge of planning will then contact the customer to find a delivery date and an installation date,Relevant"
" For a normal file (non AVIQ); the client can either pay in cash when the work is completed; or pay it in monthly payment: when the work is completed; the client is billed 40% and the balance can be paid up to 11 times at 0% interest,Relevant"
" If the customer says no; the factory is notified and they try to find another solution for the installation of the stairlift,Relevant"
"  If no other solution is found; the salesman will contact the customer again to explain,Relevant"
" Either he accepts and the sale is concluded; or he cancels and the sale is cancelled,Relevant"
 The store contains several kitchen expositions,Irrelevant
" First; the client enters into the store and the seller welcomes him and presents himself,Relevant"
 It is a little competition between the sellers because they have to have a maximum of sales per month,Irrelevant
 The salesman makes a tour of the store with the customer in order to already know which style of kitchen pleases the customer,Relevant
" When the customer has chosen; he gives the measurements of his kitchen,Relevant"
" Based on the measurements of the kitchen; the salesperson asks questions about what type of appliances; what type of sink and what type of mixer tap the customer needs,Relevant"
 He then asks about the budget in order to know which type of furniture and which brand of household appliances can be put,Relevant
" Based on the measurements; the seller will look at how to arrange the kitchen plan according to the needs and space,Relevant"
" Once the design has been drawn; the seller gives the price of the kitchen with all the discounts,Relevant"
 The customer can then buy directly or think about it,Relevant
" If he buys; the payment is as follows: the customer pays a deposit of 30% with the order of the kitchen and the balance is paid before the delivery of the kitchen,Relevant"
" If he decides to think about it; the customer is called again a few days later to find out his decision and whether any changes are needed,Relevant"
" When the customer decides to order the kitchen; he signs the order form and a fitter is sent to the customer's home to check the measurements,Relevant"
" If the measurements are not good; the kitchen is modified according to the measurements given by the fitter,Relevant"
" If the kitchen needs a lot of work; the kitchen is redesigned and the customer is called because there is a risk of a price difference,Relevant"
 It is a lot of work if the customer made wrong measurements,Irrelevant
" When everything is done; we give the technical plan to the customer and we send the order of the kitchen to the factory with the right measurements,Relevant"
" We receive a confirmation from the factory and at that time; we ask the fitter to arrange with the client for an installation date based on the delivery date given by the factory,Relevant"
 The fitter then installs the kitchen,Relevant
