sentence,class
 The basic vegetables of Boeuf Bourguignon are onions  carrots and celery,Irrelevant
 Sear the meat in a casserole dish,Relevant
 Add the vegetables,Relevant
 Stir and let cook for 5 minutes,Relevant
 Then  add some flour,Relevant
 The flour is a good ingredient ,Irrelevant
 Add one bottle of red wine and some beef stock,Relevant
 Put the casserole in the oven for two hours at 160 degree celsius,Relevant
 Meanwhile  cook some mushrooms and some bacon in a pan,Relevant
 After two hours  add the mushrooms and the bacon to the preparation,Relevant
 Then  reduce the sauce over low heat for 20 minutes,Relevant
 The process ends when the meat is tender and the sauce is thickened,Relevant
 Boeuf Bourguignon is usually eaten with potatoes and caramelized onions,Irrelevant
Vinted is an online platform with more than 30 million users where people can buy and sell used clothing,Irrelevant
 The process starts when the seller s wardrobe is overflowing,Relevant
 The seller then puts the items he wants for sale on the platform,Relevant
 The offer issued contains all kinds of information such as size  condition  brand  color  etc,Irrelevant
 Then  when a buyer wants to buy the item put online  there are two possibilities  either  he makes an offer to the seller for a lower price or  he buys the item at the price displayed in the ad,Relevant
 In the first case  the seller has the choice to accept or refuse the offer,Relevant
 If he refuses it  either the buyer or the seller can repeat another offer  or nothing happens and the process ends,Relevant
 If the seller accepts the offer or if the buyer buys the suit directly without making an offer  the money is transferred to the seller s online wallet and is blocked there,Relevant
 Then the seller receives a prepaid packing slip from Vinted,Relevant
 On this prepaid packing slip are mentioned the address of the buyer and the seller  the maximum weight of the package  etc,Irrelevant
 The seller has to pack the garment and stick this packing slip on it,Relevant
 The seller must then bring the package to a relay point within 5 days  otherwise the order is cancelled and the buyer is refunded,Relevant
 At this point  the buyer receives a notification and a letter informing him that the package is on its way,Relevant
 It takes between 3 and 5 days for the package to arrive at its final destination  another relay point ,Relevant
 Once the package has arrived  both the buyer and the seller receive a notification that the package has arrived,Relevant
 The buyer must then pick it up within 7 to 14 days and confirm that everything is in order with the purchase within 4 days,Relevant
 If the buyer does not pick up the package within this period  the package is returned by the relay point to the addressee  after that  the order is cancelled and the buyer is refunded,Relevant
 If the buyer does not respect the deadline to confirm that everything is ok  the seller automatically receives the money without the seller being able to contest  and the order is then closed,Relevant
 When the confirmation from the buyer is positive  the seller receives the money in his online wallet and the order is closed,Relevant
 When this confirmation is negative  a dispute is opened by the buyer and the users then try to negotiate amicably,Relevant
 If they do not manage to find an agreement  they ask for Vinted s help which will decide and close the order,Irrelevant
VD Horeca is a food wholesaler that supplies both private individuals and professionals,Irrelevant
 Both can order on the Webshop but only professionals can have the goods delivered,Irrelevant
 The process starts when someone  professional or private  finishes his order on the Webshop and validates it,Relevant
 At that moment  a secretary from the administrative department receives a notification on the screen that an order has just been added to the Webshop,Relevant
 This secretary must then notify a storekeeper by phone so that he can prepare this order,Relevant
 If it is an order for a professional  the order is prepared on a pallet,Relevant
 If it is for a private individual  the order is prepared on a cart,Relevant
 The order can contain all kinds of products  drinks  fruit and vegetables  frozen products  preserves  etc,Irrelevant
 Once this order is completed and closed by the warehouse clerk  the order form is printed directly via the printer in the administrative department,Relevant
 If it is for a professional customer  the goods will be delivered the next day and the pallet is then stored in the warehouse,Relevant
 Deliveries start from 3am,Irrelevant
 If it s for a private individual  his cart is put at the entrance of the store in the fridge with his name on it,Relevant
 When the customer comes to pick up his order  the customer takes his cart and goes to the checkout to pay for his order  which completes the process,Relevant
 If the customer has not picked up his order within 3 days  the goods are put back on the shelf by a storekeeper and the order is cancelled,Relevant
 For deliveries  the driver leaves with the merchandise in the morning and drops it off at the customer s place with a delivery slip,Relevant
 When he comes back to the warehouse and confirms that everything has been deposited  the administrative department issues the invoice and sends it by mail courier to the customer,Relevant
 The customer pays into the account or in cash to the driver at the next delivery and the order is then closed,Relevant
Zara is a well known brand of the fashion industry and has a website for online shopping,Irrelevant
 The process starts when the customer enters the Zara website,Relevant
 He can choose which type of item he is interested in,Relevant
 For example accessories  skirts  trousers  etc,Irrelevant
 He is in front of all the articles of this category and he clicks on the ones he is interested in to have a better view of them,Relevant
 If he likes the item  he clicks on  add to cart ,Relevant
 Once he has clicked  he will have to select the size in which he wants the item,Relevant
 At that time  the item will be added to the shopping cart,Relevant
 He can repeat the process with each item he is interested in,Relevant
 One his selection is over  he clicks on  view cart  and he will have an overview of all selected items,Relevant
 Then you click on  continue ,Relevant
 The site asks him to identify himself  either he already has an account and he puts his login and password  or he has to register on the site,Relevant
 For example  to register  it is necessary to give information such as name  first name  address and email,Irrelevant
 Once the information has been registered  the site asks him to choose a delivery method,Relevant
 He choose between home delivery  free of charge for orders over 50€  or free in store delivery to the shop of his choice,Relevant
 Then he has to select a payment method from several options,Relevant
 Depending on the payment method chosen  he must provide the required payment information,Relevant
 Once payment is received  he will first receive a confirmation on the site with a summary of his order and an estimate of the expected delivery date,Relevant
 Finally  he will receive the confirmation by email and the process is complete,Relevant
Huggy s bar is a well known burger restaurant,Irrelevant
 The process starts when he enters the restaurant website,Relevant
 He is on the home page and clicks on the  reservation  button,Relevant
 The first step is to choose in which restaurant he wants to eat,Relevant
 Then he must select whether he wants to come for lunch or dinner  the number of people and the type of table he wants,Relevant
 For example  normal table  terrace  bar  etc,Irrelevant
 All the dates meeting the criteria will be proposed and the client will have to choose the day he wishes to come,Relevant
 Once the date has been selected  all the available times that meet the criteria will be proposed and the client will have to choose the time he wishes to come,Relevant
 Then he will have to give personal information to complete the booking such as his name  surname  address  email and telephone number,Relevant
 To continue the process  the client must accept the site s privacy policy,Relevant
 Afterwards  a recap of the booking is indicated and the customer must indicate whether they wish to order  challenge burgers  or gluten free burgers,Relevant
 There is also a  remarks  section,Irrelevant
 Then the customer  clicks on  confirm appointment ,Relevant
 A confirmation of the booking will be sent by email and the process is completed,Relevant
RedPharma is a company that installs marketing for laboratories inside pharmacies,Irrelevant
The process starts when RedPharma receives a demand from a laboratory,Relevant
RedPharma checks if they are already working with a competitor,Relevant
If so  RedPharma informs the client and continues the process,Relevant
 If not  RedPharma continues the process,Relevant
RedPharma analyses the laboratory s situation ,Relevant
RedPharma sends the best marketing strategy for the laboratory s situation,Relevant
For example  the services data  consultancy  or digital solutions,Irrelevant
If the laboratory refuses the offer  RedPharma analyses the laboratory s situation again and sends another marketing strategy,Relevant
 If the laboratory keeps refusing it  the process ends,Relevant
 If the laboratory accepts the offer  RedPharma sends its sales force to the pharmacy ,Relevant
The sales force discusses the deal with the pharmacy ,Relevant
The pharmacy gives a date for installing the marketing facilities inside their building,Relevant
RedPharma signs a contract with the laboratory ,Relevant
RedPharma installs the marketing facilities on the due date and the process finishes,Relevant
The Management Information Systems is a class at HEC  which is about Business Process  and ERP,Irrelevant
The process starts when the student is given the homework,Relevant
The student opens a new word document ,Relevant
If the student hesitates  they look at the PowerPoint until they understand what to do,Relevant
 If they know what to do  they begin to write down the business process ,Relevant
The student saves the word document ,Relevant
The student uploads the document on the Lol@ platform,Relevant
If there is no document submitted  the teacher gives the grade of 0,Relevant
 If there is a document  the teacher opens the document,Relevant
The teacher corrects the document,Relevant
The teacher grades the homework,Relevant
For example  a note from 0 to 1 out of 1,Irrelevant
The process finishes when the student receives the grading,Relevant
Esprit is a clothing brand and has many shops across Europe,Irrelevant
When a customer wants a cannot find their size in the store the employee checks the availability on the Omnichannel app,Relevant
If the size is in stock and the employee brings is to the customer  if not  the employee checks the availability of the item online,Relevant
If the size is not available anymore  the employee tells the client  if it is available  the employee offers to order it for the client,Relevant
If it is not available anymore  the employee tries to find a replacement in the shop,Relevant
To order  the employee asks if the client has the  Esprit Friends  card to have all the information needed,Relevant
If the client has it  they give it the employee  or they look for it in the file   if not  the employee asks a serie of questions  address  name  email  etc  ,Relevant
The esprit Friend card has three categories   classic  gold and platinum  the more the clients buy  the more advantages and voucher they can get,Irrelevant
Once the client has given the information or their card  the employee order the item on the app,Relevant
The order will be process in the 3 to 5 days in the facility,Relevant
The order is delivered in the shop,Relevant
The client comes to pick up their order,Relevant
Zalando Lounge is an outlet platform organizing sales on a few periods for specific brand items,Irrelevant
You have to be registered with an account to access those sales,Irrelevant
When a sale occurs  Zalando lounge displays the list of items for a limited time  3 to 5 days  with the prices  the reduction and the sizes colors available ,Relevant
The customer makes a basket with the items they want,Relevant
Customer can make one order from multiple sales  different brand for exemple   they will pay the transport fees only once,Irrelevant
The basket is available 20 minutes  the clothes are booked during this time  each time something is added to the basket  the countdown is back at 20 minutes,Relevant
Once the client has chosen all the items  they need to process to the payment,Relevant
They choose a payment method and they get a confirmation once it s done,Relevant
An email of confirmation is sent to the client,Relevant
Once the sale is over  Zalando need to order the items to the brand  they orders may be dispatched with a delay to the customer,Relevant
The returns are free if the customer wants to send back items,Irrelevant
Once Zalando has received the merchandise from the supplier  they pack the order and send them to the clients,Relevant
The client receives an email to warn them when their order has been sent,Relevant
The client confirms the reception of the order,Relevant
 The process start with the periodic verification of stock levels by the stock controller  ,Relevant
 After stock levels has being verified by to stock controller  there are 2 possibilities  ,Irrelevant
 Either there is still enough stock to hold for the specific period of 1 month or it is realized that they are already beneath the safety stock levels  ,Irrelevant
 When the stock is under the stock level a memo is send simultaneously to the purchasing and sale department to inform respectively of the need of passing a new command and for the showroom to precise the requirement to take in terms of customers  demands  ,Relevant
 The purchasing department dress a list of materials to be command and send it to the finance department for treasury verification  ,Relevant
 After verifying the available cash in treasury  the financial department has 2 possibilities  ,Irrelevant
 If there is enough liquidity to support the operation  the finance department sends a note to the purchasing department validating the process or  ,Relevant
 If there is not enough liquidity to support the operation  the finance department sends a memo to the audit department for further analysis and validation of the treasury replenishing  ,Relevant
 After the operation of analysis has being done  the audit department sends a note to the finance department to replenish the treasury and the finance department send a note to the purchasing department after validating the process  ,Relevant
 Then an order is past to various suppliers in the data base for proforma  ,Relevant
 When all suppliers have send their proforma  the purchasing department receives it and choices the least economic cost  ,Relevant
 The purchasing department sends a copy of the least cost proforma to the finance department for the advanced settlement ,Relevant
 After choosing the least cost within suppliers  the purchasing department validates the order to the lucky supplier and waits 2 week for the delivery to be received ,Relevant
 A receipt note is send to the supplier by the purchasing department and  ,Relevant
 The finance department finalizes the settlement of the remaining debt after confirmation of the receipt by the stock department ,Relevant
 The process start with the Control department checking employees presence  ,Relevant
 After employees presence  task done is verified by the Control department  ,Relevant
 The Control department dress a document then shift it to the human resource department for provision of personnel expenses  ,Relevant
 After the human resource department has prepared the available requirements for employees document they sends provisions to the finance department for treasury verification ,Relevant
 After verification from the finance department there are 2 possibilities  either there is enough funds for the operation or not  ,Irrelevant
 If there is enough liquidity to support the operation  the finance department sends a note to the human resource department validating the process or  ,Relevant
 If there not enough liquidity to support the operation  the finance department sends a memo to the audit department for further analysis and validation of the treasury replenishing  ,Relevant
 After the operation of analysis has being done by the audit department  they sends a note to the finance department to replenish the treasury and the finance department send a note to the human resource department while preparing the required payment elements  ,Relevant
 The human resource then prepare public tax declarations and employees net salaries  ,Relevant
 After details has being made the human resource department finally transmits detailed documents to the Finance department  ,Relevant
 The finance department after receiving the documents starts by paying public taxes and messages are sent to employees 2 days after informing the beginning of the regularization of their situation,Relevant
 Tunisie Silicone is implemented in Monastir  Tunisia   mainly specialised in producing silicone baby bottles  ,Irrelevant
 It is the first Tunisian company to offer a 100% made in Tunisia silicone baby bottle  ,Irrelevant
 The process begins when a pharmacy orders a defined quantity of baby bottles from the commercial team of Tunisie Silicone  ,Relevant
 Commercial team calls the client to get more information  ,Relevant
 For instance  they need to get the address  the city  the phone number and email address  the quantity and the type of the baby bottles  payment method  ,Irrelevant
 Client pays a certain amount of money in advance  proportional to its order s quantity  ,Relevant
 Then  the commercial team notifies the warehouse about the needed quantity of baby bottles for the client  ,Relevant
 The warehouse notifies the factory of Tunisie Silicone about the quantity that will be delivered  ,Relevant
 The warehouse prepares the order  ,Relevant
 When the order is ready  the warehouse notifies the commercial team and proceeds with delivery  ,Relevant
 The commercial team contacts the client and gives him details about delivery time and date  ,Relevant
 Meanwhile  the manufactory starts to produce baby bottles to cover the inventory s variation  ,Relevant
 When the production is ready  the manufactory notifies and delivers the produced bottles to the warehouse  ,Relevant
 Client receives his order and pays the rest of the amount du  the process is achieved,Relevant
The process starts when farmers Plucking and opening the Pods ,Relevant
cocoa beans are being  fermented for two weeks,Relevant
The seeds are  spread out for  drying  ,Relevant
then  loaded and arranged in bags or containers ready for   transportation ,Relevant
Once  dried and roasted  Cocoa beans are ready to be refined into chocolate,Relevant
manufacturing processes differ slightly due to the different species     of cocoa trees ,Irrelevant
Roasting and Winnowing the Cocoa,Relevant
Grinding the Cocoa Nibs,Relevant
Blending Cocoa liquor and molding Chocolate,Relevant
basic blends in order of highest quantity  milk chocolate   white      chocolate and dark chocolate ,Irrelevant
Cocoa beans as chocolate now is ready for consumption   the process is finished ,Relevant
The process begins when a person call the doctor becase he has all the Covid symptoms ,Relevant
The doctor informs the patient about all hygine rules  ,Relevant
Note that hygine rules includes practicing social distancing by staying in a room  Wash your hands often  Cough into a tissue that you throw away   Clean frequently touched surfaces several times every  day  ,Irrelevant
The doctor recomands   don t share personal items  and  limit contact with pets while sick   ,Relevant
The patient takes a fever reducer  usually recommended  are Acetaminophen and  ibuprofen ,Relevant
The doctor advise the patient to dring salt water as it  helps for the  sore throat  ,Relevant
The patient asks a relative to go to the pharmacy buying some drugs,Relevant
If the symptoms become severe  the patient calls your doctor  or go to the hospital ,Relevant
If the symptoms are acceptable  the patient stay in deb and have a nap,Relevant
The well known clothing store ZARA only offered an online shopping service during the COVID 19 pandemic,Irrelevant
 The process starts when a customer places an order on the website of ZARA and ZARA receives this order,Relevant
 Then  ZARA checks the stock,Relevant
 If items are no longer available  an email will be sent to the customer that these items will not be included in the order,Relevant
 In case all items are not available  the order will be cancelled,Relevant
 When the order is cancelled  the customer is notified,Relevant
 The other items that are available will be packed and shipped by ZARA,Relevant
 The customer will be notified that the order is on its way  with a track   trace code,Relevant
 The track   trace could be 151343154RTY,Irrelevant
 In addition  an invoice is sent to be paid within 14 days once the order is received by the customer,Relevant
 The customer receives the order,Relevant
 On the day that the order is received the customer tries on the clothes,Relevant
If  The customer is not satisfied with the whole order  he registers a return,Relevant
 ZARA receives the request to return the whole order and approves it,Relevant
 Then  ZARA sends a return label,Relevant
 The customer receives the approval of the return request and the return label,Relevant
 Then  the customer prepares the package to be send back,Relevant
 The customer sends the order back,Relevant
 Then  ZARA receives the returned order,Relevant
 ZARA checks if the returned order is complete,Relevant
 The returned order is complete  thus  ZARA sends a confirmation email that the returned order is received,Relevant
 In addition  ZARA sends an email correcting the balance due to zero for the customer  the process is finished,Relevant
The process starts when a client is referred to an eye doctor by the general practitioner,Relevant
 The assistants of the general practitioner prepare the paperwork,Relevant
 To prepare the paperwork  the assistant uses a software called SAP,Irrelevant
 Once the paperwork is ready  it is sent to the eye department in the hospital,Relevant
 The eye department reviews the paperwork to schedule an appointment,Relevant
 The appointment is scheduled based on the availability of the doctor,Relevant
 The availability of the doctor is checked by the eye department,Relevant
 The eye department plans an appointment,Relevant
 The appointment is sent to the client s home address through the mail,Relevant
 The client receives the invite for the appointment,Relevant
 The client approves the appointment by calling the eye department,Relevant
 The eye department receives the phone call with the approval of the appointment  the process is finished,Relevant
Takeway is a delivery company,Irrelevant
 The process starts when the deliverer receive a notification of an order however depending on the distance of the restaurant due to competition with others deliverer  he she will know if he she will be able to confirm the order,Relevant
Each deliverer chooses a spot in front of a specific restaurant to minimize the travelling time distance,Relevant
 In case the deliverer is able to take the order  he she must scan with his her mobile the delivery code given otherwise in case of a mistake by the hangling in the restaurant  the deliver will be responsable,Relevant
 To access the customer s destination  deliverer can use all transport method such bike  car  motorcycle  scooter as long it is efficient to minimize the time as much as possible,Irrelevant
 While reaching its destination  the deliverer must respect traffic regulations for his her and the public s safety,Irrelevant
 Arriving at destination  the deliverer follows the instruction given  if there is any  ,Relevant
 For example  if customer want to be contacted by a call   the deliverer must call,Irrelevant
 If customer want its order to be put in a specific place  the deliverer must act so,Relevant
 In the case the delivery adress is incorrect   the deliverer must call the customer however if the phone number is also inaccurate  then the deliverer must contact its operator in order to reach the client with furher infomation in their system,Relevant
 The employer of the deliverer is not the retaurant but the takeway operator,Irrelevant
When the customer takes his her order  the process is finished and can be redone with another orders,Relevant
The WCO is a system of import controls  Import Control System  ICS   which aims to secure the flow of goods at the time of their entry into the customs territory of the EU,Irrelevant
 This control system is part of the Community Programme eCustoms  which requires operators to pass an Entry Summary Declaration  ENS  to the customs of the country of entry  prior to the introduction of goods into the customs territory of the European Union,Irrelevant
Therefore   the process starts when the operator sends an ENS to the customs which must be send before the arrival of the goods in European customs union,Relevant
 In order to get exhaustive regulations and custom tariffs rates regarding their products  operator refer to the TARIC code and its database  which includes all applicable customs duties and all customs trade policy measures for all goods,Relevant
 When the goods arrive by any kind of freight such as train  sea  air  the customs must check physically the goods before it realease,Relevant
 To do so  operator are informed by email which sample of goods customs must verify based on the ENS and the hour gap when customs will come ,Relevant
 Consequently  operator prepares the batch otherwise a penalty will be given therefore the warehouse staff is ordered to pull every goods needed and attach all the suitable documents ,Relevant
Then  certain goods are pulled over ,Relevant
 The control can lead to 2 results,Irrelevant
 Customs can either seal an apporval or reject the declaration and keep the good,Relevant
 In this latter  the operator need to modify the declaration and pay more customs fees or send back the goods,Relevant
Serviplast is a construction company offering various services including the installation of paving stones  sidewalks  terraces      the waterproofing of houses ,Irrelevant
the process begins when a potential customer calls to make an appointment,Relevant
a secretary processes the request ,Relevant
the client explains the reason for the work he wishes to carry out,Relevant
for example for the realization of a terrace or the waterproofing of the house ,Irrelevant
the secretary sets an appointment with the competent salesperson,Relevant
on the day of the appointment  the client explains his needs and what he would like,Relevant
For example  the customer will be able to say  I want a paved terrace with stairs to go to the garden,Irrelevant
the representative takes action and offers solutions to the client,Relevant
If the customer is interested  the representative will send a quote within 10 working days,Relevant
Once the quote has been received  the customer has 3 months to accept  modify or refuse the offer,Relevant
Once the file is complete  the client and the representative set a date for the site ,Relevant
before starting the work  the customer must pay a deposit no more than 15 days before the start of the work,Relevant
on the first day of work  all machines are brought to the site,Relevant
seriplast has all the machines necessary for the realization of the works,Irrelevant
At the end of the work  a manager comes to check the work,Relevant
the customer can make his remarks if he has any and modifications can be made if necessary,Relevant
The customer pays the balance once the latter is satisfied with the site,Relevant
Giorgi is a pizzeria that also offers take out,Irrelevant
the process begins when a customer calls to place an order,Relevant
An employee picks up the phone and asks for the order,Relevant
the customer places an order by phone,Relevant
for example 2 margherita pizzas and pasta Bolognese,Irrelevant
the employee informs the customer of the time at which they can pick up their order,Relevant
the cooks prepare the order in the kitchen  cooking pasta  topping pizzas ,Relevant
Giorgi s kitchen contain all the necessary equipment for the preparation ,Irrelevant
When the time comes  the customer goes to the counter and notifies his presence,Relevant
An employee then prepares his bill,Relevant
the customer pays either by cash or by card,Relevant
once the payment is made  the customer takes receipt of his order,Relevant
the customer then leaves the establishment and goes home with his order,Relevant
The Forestia animal park is located in the municipality of Theux in Belgium ,Irrelevant
The process starts when a customer arrives at the car park and gets into the queue  ,Relevant
As soon as one of the three reception counters is free  the customer goes to one of them  ,Relevant
The receptionist asks the customer whether he wants a ticket only for the animal park or for both the animal park and the adventure park  ,Relevant
The customer must also specify how many tickets he would like  ,Relevant
The receptionist enters the customer s data into the computer ,Relevant
The customer pays for the tickets in cash or by card ,Relevant
 The receptionist prints out the tickets  distributes a map of the park and answers the customer s questions ,Relevant
The client then visits the animal park ,Relevant
He can for example see bears  wolves and deer  ,Irrelevant
If he has chosen the additional option of the adventure park  he go to the entrance and shows his ticket to the students  ,Relevant
If the ticket shows that the customer has paid for the adventure park  the student opens the access ,Relevant
The client receives a quick safety training and all the necessary equipment and can then access the different courses according to their size and age  ,Relevant
Several students are present on the site  ,Irrelevant
When the visit is over and no later than 6pm  the process stops and the client leaves the park  ,Relevant
Forestia s kitchen is located between the car park and the restaurant  ,Irrelevant
The process begins when an order is received in the kitchen ,Relevant
For example  two hamburgers with French fries and salad   ,Irrelevant
The chef receives the order and divides the tasks among the students present  ,Relevant
The students get the necessary ingredients in the cold room  ,Relevant
The ingredients are always available in sufficient quantity in the cold room  ,Irrelevant
While the chef takes care of the meat cooking  the students cook the French fries and take a bowl of salad out of the fridge ,Relevant
When everything is ready  the plate is prepared and sent to the dining room  ,Relevant
When the customer finished eating  the waiter takes the plate back to the kitchen ,Relevant
A student does the dishes  ,Relevant
Meanwhile  another student cleans the kitchen ,Relevant
When these two tasks are completed  the process is over and the students can go home  ,Relevant
This process takes place every Wednesday in the manager shift starting at 7 00 am,Irrelevant
 First of all you open reception and look for an inventory paper format,Relevant
 Then you go to the restaurant and you start to count all the beers in all the fridges including the ones as backup,Relevant
 Then you start counting the bottles on display  bottles on use and the bottles settled as mise en place by the bartender,Relevant
 Then you count the cigarettes,Relevant
 Then you go to the pool bar and you count the beers and then the alcohol,Relevant
 You go to the alcohol warehouse and count the beers and alcohol and cigarettes,Relevant
 Then you go to the office and you introduce the data collected into the inventory system,Relevant
 You create a file with the result of missing products and you print it,Relevant
 With the paper you discuss to the owners the result of the inventory and you suggest plans to focalize about the improvement of this data,Relevant
 You communicate the plan with the staff and you talk about the work of the past week and futures events to do in the hostel,Relevant
 ‘Tennis Club Garisart  is a Belgium tennis club in South of Belgium near Arlon,Irrelevant
 The process starts in August when a customer creates an account on the app ‘TC Garisart  and fills in some informations  e mail address telephone number    ,Relevant
 For instance the application allows customers to book a court to contact the staff to pay its bills   ,Irrelevant
 Then the customer selects on the app the tab ‘lessons registration  ,Relevant
 Once it done the customer selects the type of lessons and the schedule that is appropriate for him,Relevant
 Tennis Club Garisart provides individual and group lessons for people between 4 and 99 years so the choice is huge,Irrelevant
 When the customer made its choice for the tennis lessons the secretariat receives automatically an notification by e mail,Relevant
 The secretariat sends a quote containing the price of the different s  lesson s  to the customer by e mail,Relevant
 If the customer does not agree its proposal is cancelled,Relevant
However if he accepts the quote he has to pay the price on the bank account of the tennis club before the 14 September,Relevant
 Once the secretariat receives the money the customer is allowed to follow the tennis lesson and the process is finished,Relevant
 ‘BlablaCar  is a well known carpool application,Irrelevant
 The process starts when a person looks for a ride on the application ‘Blablacar  ,Relevant
 Blablacar is notified that someone is currently looking for a ride on their application,Relevant
 The application proposes different offers that match with the request of the customer,Relevant
 If the customer is not satisfied with the offers the process stops here,Relevant
Otherwise the customer selects an offer that interests him,Relevant
 The different offer vary with the prices the type of car and the profile of the drivers,Irrelevant
 Once the customer has selected a ride he has to pay for it to the application,Relevant
 Then once it is paid the customer and the driver receive access to the phone number of each other which allow them to keep in touch for the organization of the ride,Relevant
 They both have the opportunity to cancel the ride  the driver and the customer  ,Irrelevant
Last week  I could not find an interesting tv show on Netflix,Irrelevant
So I decided to order books on Amazon,Relevant
After finding a book I was interested in  I had to go on Amazon s website,Relevant
In the search menu  I looked for the book and chose the one I wanted,Relevant
Then  I had to choose whether I wanted the kindle format  the audio format or the printed format,Relevant
Then I choose a last accessory,Relevant
You can either add it to your cart if you want to continue shopping or directly click on the buy this product if it is the only item you are interested in,Relevant
You are then redirected to the shipment window where you have to choose the address of delivery  your payment method  insert your promo code if you have one,Relevant
Once this is done  you are redirected to a new window with your order recap where you can choose the normal and free delivery or the fast paying one,Relevant
The final step is to click on  buy product  and your order is complete,Relevant
This process is about a lean in a bank,Relevant
The process starts when you contact your advisor,Relevant
He will ask you to provide documents in order for the loan committee to review your case,Relevant
If all documents required are sent  your bid goes through the loan committee  otherwise your advisor informs you of the missing documents,Relevant
Once the missing documents are received  your bid can go through the loan committee,Relevant
There is then three options,Irrelevant
First case scenario  the committee agrees to loan you what you asked for and the process is finished,Relevant
Second option  they refuse because you don t meet their requirements  the process is finished and you need to start a new process for a new loan,Relevant
Third option  they give you some time to prove you will be able to pay the loan back  so you are back to the step just before the loan committee,Relevant
Whatever the decision is  your advisor notifies you of the decision,Relevant
The process is finished once you advisor notifies you the committee s final verdict is either the first or second option,Relevant
The process starts when the person receives an invitation letter from his friend ,Relevant
The person contacts the embassy by mail for the document needed for an application for a tourist visa ,Relevant
The embassy replied the person by sending all documents needed for the tourist visa ,Relevant
Then  the person gathers all documents needed for the visa application ,Relevant
The person books an appointment online with embassy to deposition a physical document ,Relevant
The day of the appointment the person will pay visa fees and go for an interview after that will take a picture and giving his fingers prints at the embassy ,Relevant
At the end the person decide to go and eat a McDo menu,Relevant
After some few days the embassy will contact the person back by mail or phone to come and collect documents ,Relevant
The person goes to the embassy with the receipt to redraw his documents ,Relevant
The person received his visa and goes the process is finished,Relevant
The process starts when the customer touches the screen of the self payment machine ,Relevant
The machine requests the customer to choose it language ,Relevant
The customer choses the language that his best understands ,Relevant
The machine asks the point of departure and arrival ,Relevant
The customers start hitting the machine to continue working ,Relevant
The machine shows various types of ticket and their prices ,Relevant
Then  the customer chose it tickets among the propose types of ticket ,Relevant
The customer can pay by cash or by card ,Irrelevant
After the payment is valid the machine then prints the ticket ,Relevant
The customer takes his ticket and leaves the process ends,Relevant
The process starts when a consumer visits the website,Relevant
 The online shop only sells products that are made with respect for human rights and our planet Earth,Irrelevant
 The website contains different tabs for men  women and children,Irrelevant
 Each tab contains the clothes and accessories available for sale,Irrelevant
 Once the product s  have been selected  the customer proceeds to the shopping cart,Relevant
 The customer immediately pays the basket in order to place the order,Relevant
 The shop manager receives a notification that an order has been placed,Relevant
 Then  she packs the product s  in some tissue,Relevant
 she puts the package in a box,Relevant
 She always writes a card on which she thanks the customer for his her order,Relevant
 She also adds a small cloud sewn by women from developing countries,Relevant
 This is as a gift but it will stop once she does not have anymore,Irrelevant
 Then she heads to the post office with the prepared package,Relevant
 The package arrives 3 days later at the customer s home,Relevant
 At the end of the month  she receives the invoice from B Post for sending these parcels,Relevant
The HEC Business Game is a game organized by HEC students for students,Irrelevant
 In order to make the event known  several Facebook publications as well as announcements during the different ex catedra courses of the students were made,Relevant
 The publications and announcements linked to the Business Game website,Irrelevant
 Potential participants had to fill in a personal information form about their studies and their profile,Relevant
 They then received an email confirmation of their registration,Relevant
 This email asked them to pay a deposit of €20 which would be refunded in case of real participation and to send their CV,Relevant
 Participation was confirmed once the participants had made the payment and sent their CV,Relevant
 Later in the year  participants received an email announcing the distribution of gift boxes,Relevant
 The gift box contained 2 beers  a glass  two packets of chips and several gadgets,Irrelevant
 Participants had to sign up for a time slot to pick it up,Relevant
DHL is a logistic company that is working in the parcel transport,Irrelevant
The process starts when the company gets an order,Relevant
A message is sent to the driver to load the truck,Relevant
The driver then loads the truck with the client s order,Relevant
Once the truck is loaded  the driver drives to the destination,Relevant
A message is sent to the client with the arrival time,Relevant
Once there  the driver brings the goods to the customer s door,Relevant
The driver rings the doorbell,Relevant
If there is no one  the driver takes the goods back,Relevant
  Company sends a message to the client for the absence,Relevant
  The message contains information s about the time  the location  the good and the future delivery time,Irrelevant
  If the customer is there  he takes the goods and signs for them,Relevant
  Finally  the driver drives back to the company  and the process is finished ,Relevant
KTC Eupen is a tennis club that offers Sunday s training for kids,Irrelevant
The process starts when all the kids are comes the court,Relevant
A coach does a little warm up with the children,Relevant
In the meantime  the other coach prepares the court,Relevant
For example  the balls  the rackets and the cones,Irrelevant
Once the warmup is over  the tennis lesson starts,Relevant
The coach proposes a forehand exercise,Relevant
The coach checks whether the kids are using the right grip,Relevant
If they use the wrong one  he corrects the grip,Relevant
Then the coach proposes some backhand exercises,Relevant
If they use the wrong one  he corrects the grip,Relevant
A backhand grip needs to be more closed in order to be able to put a lot of topspin in the ball,Irrelevant
Finally  the coach proposes some volley and smash exercises,Relevant
If they use the wrong one  he corrects the grip,Relevant
When the training is over after 1 hour  the coach picks up the balls with the children,Relevant
The kids leave the tennis court  and the process is finished,Relevant
 The process starts when a lemon is taken out of the fridge  ,Relevant
 Then the lemon is cut in two half  ,Relevant
 Someone picks up the lemon seeds  ,Relevant
 The person then keeps the best seeds  ,Relevant
